date,day,pages,reason
1929-09-27,Friday,5,
1929-09-28,Saturday,2,
1929-09-29,Sunday,0,Sunday
1929-09-30,Monday,5,
1929-10-01,Tuesday,5,
1929-10-02,Wednesday,5,
1929-10-03,Thursday,5,
1929-10-04,Friday,5,
1929-10-05,Saturday,2,
1929-10-06,Sunday,0,Sunday
1929-10-07,Monday,0,Labour Day
1929-10-08,Tuesday,5,
1929-10-09,Wednesday,5,
1929-10-10,Thursday,5,
1929-10-11,Friday,5,
1929-10-12,Saturday,2,
1929-10-13,Sunday,0,Sunday
1929-10-14,Monday,5,
1929-10-15,Tuesday,5,
1929-10-16,Wednesday,5,
1929-10-17,Thursday,5,
1929-10-18,Friday,5,
1929-10-19,Saturday,2,
1929-10-20,Sunday,0,Sunday
1929-10-21,Monday,5,
1929-10-22,Tuesday,5,
1929-10-23,Wednesday,5,
1929-10-24,Thursday,5,
1929-10-25,Friday,5,
1929-10-26,Saturday,2,
1929-10-27,Sunday,0,Sunday
1929-10-28,Monday,5,
1929-10-29,Tuesday,5,
1929-10-30,Wednesday,5,
1929-10-31,Thursday,5,
1929-11-01,Friday,5,
1929-11-02,Saturday,2,
1929-11-03,Sunday,0,Sunday
1929-11-04,Monday,5,
1929-11-05,Tuesday,5,
1929-11-06,Wednesday,5,
1929-11-07,Thursday,5,
1929-11-08,Friday,5,
1929-11-09,Saturday,2,
1929-11-10,Sunday,0,Sunday
1929-11-11,Monday,5,
1929-11-12,Tuesday,5,
1929-11-13,Wednesday,5,
1929-11-14,Thursday,5,
1929-11-15,Friday,5,
1929-11-16,Saturday,2,
1929-11-17,Sunday,0,Sunday
1929-11-18,Monday,5,
1929-11-19,Tuesday,5,
1929-11-20,Wednesday,5,
1929-11-21,Thursday,5,
1929-11-22,Friday,5,
1929-11-23,Saturday,2,
1929-11-24,Sunday,0,Sunday
1929-11-25,Monday,5,
1929-11-26,Tuesday,5,
1929-11-27,Wednesday,5,
1929-11-28,Thursday,5,
1929-11-29,Friday,5,
1929-11-30,Saturday,2,
1929-12-01,Sunday,0,Sunday
1929-12-02,Monday,5,
1929-12-03,Tuesday,5,
1929-12-04,Wednesday,5,
1929-12-05,Thursday,5,
1929-12-06,Friday,5,
1929-12-07,Saturday,2,
1929-12-08,Sunday,0,Sunday
1929-12-09,Monday,5,
1929-12-10,Tuesday,5,
1929-12-11,Wednesday,5,
1929-12-12,Thursday,5,
1929-12-13,Friday,5,
1929-12-14,Saturday,2,
1929-12-15,Sunday,0,Sunday
1929-12-16,Monday,5,
1929-12-17,Tuesday,5,
1929-12-18,Wednesday,5,
1929-12-19,Thursday,5,
1929-12-20,Friday,5,
1929-12-21,Saturday,2,
1929-12-22,Sunday,0,Sunday
1929-12-23,Monday,0,No pages
1929-12-24,Tuesday,0,No pages
1929-12-25,Wednesday,0,Christmas Day
1929-12-26,Thursday,0,Boxing Day
1929-12-27,Friday,0,No pages
1929-12-28,Saturday,0,No pages
1929-12-29,Sunday,0,Sunday
1929-12-30,Monday,0,No pages
1929-12-31,Tuesday,0,No pages
1930-01-01,Wednesday,0,New Years day
1930-01-02,Thursday,0,No pages
1930-01-03,Friday,0,No pages
1930-01-04,Saturday,0,No pages
1930-01-05,Sunday,0,Sunday
1930-01-06,Monday,5,
1930-01-07,Tuesday,5,
1930-01-08,Wednesday,5,
1930-01-09,Thursday,5,
1930-01-10,Friday,5,
1930-01-11,Saturday,2,
1930-01-12,Sunday,0,Sunday
1930-01-13,Monday,5,
1930-01-14,Tuesday,5,
1930-01-15,Wednesday,5,
1930-01-16,Thursday,5,
1930-01-17,Friday,5,
1930-01-18,Saturday,2,
1930-01-19,Sunday,0,Sunday
1930-01-20,Monday,5,
1930-01-21,Tuesday,5,
1930-01-22,Wednesday,5,
1930-01-23,Thursday,5,
1930-01-24,Friday,5,
1930-01-25,Saturday,2,
1930-01-26,Sunday,0,Sunday
1930-01-27,Monday,0,Anniversary Day
1930-01-28,Tuesday,5,
1930-01-29,Wednesday,5,
1930-01-30,Thursday,5,
1930-01-31,Friday,5,
1930-02-01,Saturday,2,
1930-02-02,Sunday,0,Sunday
1930-02-03,Monday,5,
1930-02-04,Tuesday,5,
1930-02-05,Wednesday,5,
1930-02-06,Thursday,5,
1930-02-07,Friday,5,
1930-02-08,Saturday,2,
1930-02-09,Sunday,0,Sunday
1930-02-10,Monday,5,
1930-02-11,Tuesday,5,
1930-02-12,Wednesday,5,
1930-02-13,Thursday,5,
1930-02-14,Friday,5,
1930-02-15,Saturday,2,
1930-02-16,Sunday,0,Sunday
1930-02-17,Monday,5,
1930-02-18,Tuesday,5,
1930-02-19,Wednesday,5,
1930-02-20,Thursday,5,
1930-02-21,Friday,5,
1930-02-22,Saturday,2,
1930-02-23,Sunday,0,Sunday
1930-02-24,Monday,5,
1930-02-25,Tuesday,5,
1930-02-26,Wednesday,3,
1930-02-27,Thursday,5,
1930-02-28,Friday,5,
1930-03-01,Saturday,2,
1930-03-02,Sunday,0,Sunday
1930-03-03,Monday,5,
1930-03-04,Tuesday,5,
1930-03-05,Wednesday,5,
1930-03-06,Thursday,5,
1930-03-07,Friday,5,
1930-03-08,Saturday,2,
1930-03-09,Sunday,0,Sunday
1930-03-10,Monday,5,
1930-03-11,Tuesday,5,
1930-03-12,Wednesday,5,
1930-03-13,Thursday,5,
1930-03-14,Friday,5,
1930-03-15,Saturday,2,
1930-03-16,Sunday,0,Sunday
1930-03-17,Monday,5,
1930-03-18,Tuesday,5,
1930-03-19,Wednesday,5,
1930-03-20,Thursday,5,
1930-03-21,Friday,5,
1930-03-22,Saturday,2,
1930-03-23,Sunday,0,Sunday
1930-03-24,Monday,5,
1930-03-25,Tuesday,5,
1930-03-26,Wednesday,5,
1930-03-27,Thursday,5,
1930-03-28,Friday,5,
1930-03-29,Saturday,2,
1930-03-30,Sunday,0,Sunday
1930-03-31,Monday,5,
1930-04-01,Tuesday,5,
1930-04-02,Wednesday,5,
1930-04-03,Thursday,5,
1930-04-04,Friday,5,
1930-04-05,Saturday,2,
1930-04-06,Sunday,0,Sunday
1930-04-07,Monday,5,
1930-04-08,Tuesday,5,
1930-04-09,Wednesday,5,
1930-04-10,Thursday,5,
1930-04-11,Friday,5,
1930-04-12,Saturday,2,
1930-04-13,Sunday,0,Sunday
1930-04-14,Monday,5,
1930-04-15,Tuesday,5,
1930-04-16,Wednesday,5,
1930-04-17,Thursday,3,
1930-04-18,Friday,0,Good Friday
1930-04-19,Saturday,0,Easter Saturday
1930-04-20,Sunday,0,Sunday
1930-04-21,Monday,0,Easter Monday
1930-04-22,Tuesday,0,Easter Tuesday
1930-04-23,Wednesday,0,Easter Wednesday
1930-04-24,Thursday,0,Day between Easter and Anzac Day
1930-04-25,Friday,0,Anzac Day
1930-04-26,Saturday,0,Day after Anzac Day? Business resumed on 28 April after extended Easter break - http://nla.gov.au/nla.news-article16691073
1930-04-27,Sunday,0,Sunday
1930-04-28,Monday,5,
1930-04-29,Tuesday,5,
1930-04-30,Wednesday,5,
1930-05-01,Thursday,5,
1930-05-02,Friday,5,
1930-05-03,Saturday,2,
1930-05-04,Sunday,0,Sunday
1930-05-05,Monday,5,
1930-05-06,Tuesday,5,
1930-05-07,Wednesday,5,
1930-05-08,Thursday,5,
1930-05-09,Friday,3,
1930-05-10,Saturday,2,
1930-05-11,Sunday,0,Sunday
1930-05-12,Monday,5,
1930-05-13,Tuesday,5,
1930-05-14,Wednesday,5,
1930-05-15,Thursday,5,
1930-05-16,Friday,5,
1930-05-17,Saturday,2,
1930-05-18,Sunday,0,Sunday
1930-05-19,Monday,5,
1930-05-20,Tuesday,5,
1930-05-21,Wednesday,5,
1930-05-22,Thursday,5,
1930-05-23,Friday,5,
1930-05-24,Saturday,2,
1930-05-25,Sunday,0,Sunday
1930-05-26,Monday,5,
1930-05-27,Tuesday,5,
1930-05-28,Wednesday,5,
1930-05-29,Thursday,5,
1930-05-30,Friday,5,
1930-05-31,Saturday,2,
1930-06-01,Sunday,0,Sunday
1930-06-02,Monday,5,
1930-06-03,Tuesday,5,
1930-06-04,Wednesday,5,
1930-06-05,Thursday,5,
1930-06-06,Friday,5,
1930-06-07,Saturday,2,
1930-06-08,Sunday,0,Sunday
1930-06-09,Monday,0,King's Birthday
1930-06-10,Tuesday,5,
1930-06-11,Wednesday,5,
1930-06-12,Thursday,5,
1930-06-13,Friday,5,
1930-06-14,Saturday,2,
1930-06-15,Sunday,0,Sunday
1930-06-16,Monday,5,
1930-06-17,Tuesday,5,
1930-06-18,Wednesday,5,
1930-06-19,Thursday,5,
1930-06-20,Friday,5,
1930-06-21,Saturday,2,
1930-06-22,Sunday,0,Sunday
1930-06-23,Monday,5,
1930-06-24,Tuesday,5,
1930-06-25,Wednesday,5,
1930-06-26,Thursday,5,
1930-06-27,Friday,4,
1930-06-28,Saturday,2,
1930-06-29,Sunday,0,Sunday
1930-06-30,Monday,5,
1930-07-01,Tuesday,5,
1930-07-02,Wednesday,5,
1930-07-03,Thursday,5,
1930-07-04,Friday,5,
1930-07-05,Saturday,2,
1930-07-06,Sunday,0,Sunday
1930-07-07,Monday,5,
1930-07-08,Tuesday,5,
1930-07-09,Wednesday,5,
1930-07-10,Thursday,5,
1930-07-11,Friday,5,
1930-07-12,Saturday,2,
1930-07-13,Sunday,0,Sunday
1930-07-14,Monday,5,
1930-07-15,Tuesday,5,
1930-07-16,Wednesday,5,
1930-07-17,Thursday,5,
1930-07-18,Friday,5,
1930-07-19,Saturday,2,
1930-07-20,Sunday,0,Sunday
1930-07-21,Monday,5,
1930-07-22,Tuesday,5,
1930-07-23,Wednesday,5,
1930-07-24,Thursday,5,
1930-07-25,Friday,5,
1930-07-26,Saturday,2,
1930-07-27,Sunday,0,Sunday
1930-07-28,Monday,5,
1930-07-29,Tuesday,5,
1930-07-30,Wednesday,5,
1930-07-31,Thursday,5,
1930-08-01,Friday,5,
1930-08-02,Saturday,2,
1930-08-03,Sunday,0,Sunday
1930-08-04,Monday,0,Bank Holiday
1930-08-05,Tuesday,5,
1930-08-06,Wednesday,5,
1930-08-07,Thursday,5,
1930-08-08,Friday,5,
1930-08-09,Saturday,2,
1930-08-10,Sunday,0,Sunday
1930-08-11,Monday,5,
1930-08-12,Tuesday,5,
1930-08-13,Wednesday,5,
1930-08-14,Thursday,5,
1930-08-15,Friday,5,
1930-08-16,Saturday,2,
1930-08-17,Sunday,0,Sunday
1930-08-18,Monday,5,
1930-08-19,Tuesday,5,
1930-08-20,Wednesday,5,
1930-08-21,Thursday,5,
1930-08-22,Friday,5,
1930-08-23,Saturday,2,
1930-08-24,Sunday,0,Sunday
1930-08-25,Monday,5,
1930-08-26,Tuesday,5,
1930-08-27,Wednesday,5,
1930-08-28,Thursday,5,
1930-08-29,Friday,5,
1930-08-30,Saturday,2,
1930-08-31,Sunday,0,Sunday
1930-09-01,Monday,5,
1930-09-02,Tuesday,5,
1930-09-03,Wednesday,5,
1930-09-04,Thursday,5,
1930-09-05,Friday,5,
1930-09-06,Saturday,2,
1930-09-07,Sunday,0,Sunday
1930-09-08,Monday,5,
1930-09-09,Tuesday,5,
1930-09-10,Wednesday,5,
1930-09-11,Thursday,5,
1930-09-12,Friday,5,
1930-09-13,Saturday,2,
1930-09-14,Sunday,0,Sunday
1930-09-15,Monday,5,
1930-09-16,Tuesday,5,
1930-09-17,Wednesday,5,
1930-09-18,Thursday,5,
1930-09-19,Friday,5,
1930-09-20,Saturday,2,
1930-09-21,Sunday,0,Sunday
1930-09-22,Monday,5,
1930-09-23,Tuesday,5,
1930-09-24,Wednesday,5,
1930-09-25,Thursday,5,
1930-09-26,Friday,5,
1930-09-27,Saturday,2,
1930-09-28,Sunday,0,Sunday
1930-09-29,Monday,5,
1930-09-30,Tuesday,5,
1930-10-01,Wednesday,5,
1930-10-02,Thursday,5,
1930-10-03,Friday,5,
1930-10-04,Saturday,2,
1930-10-05,Sunday,0,Sunday
1930-10-06,Monday,0,Labour Day
1930-10-07,Tuesday,5,
1930-10-08,Wednesday,5,
1930-10-09,Thursday,5,
1930-10-10,Friday,5,
1930-10-11,Saturday,2,
1930-10-12,Sunday,0,Sunday
1930-10-13,Monday,5,
1930-10-14,Tuesday,5,
1930-10-15,Wednesday,5,
1930-10-16,Thursday,5,
1930-10-17,Friday,5,
1930-10-18,Saturday,2,
1930-10-19,Sunday,0,Sunday
1930-10-20,Monday,5,
1930-10-21,Tuesday,5,
1930-10-22,Wednesday,5,
1930-10-23,Thursday,5,
1930-10-24,Friday,5,
1930-10-25,Saturday,2,
1930-10-26,Sunday,0,Sunday
1930-10-27,Monday,5,
1930-10-28,Tuesday,5,
1930-10-29,Wednesday,5,
1930-10-30,Thursday,5,
1930-10-31,Friday,5,
1930-11-01,Saturday,2,
1930-11-02,Sunday,0,Sunday
1930-11-03,Monday,5,
1930-11-04,Tuesday,5,
1930-11-05,Wednesday,5,
1930-11-06,Thursday,5,
1930-11-07,Friday,5,
1930-11-08,Saturday,2,
1930-11-09,Sunday,0,Sunday
1930-11-10,Monday,5,
1930-11-11,Tuesday,5,
1930-11-12,Wednesday,5,
1930-11-13,Thursday,5,
1930-11-14,Friday,5,
1930-11-15,Saturday,2,
1930-11-16,Sunday,0,Sunday
1930-11-17,Monday,5,
1930-11-18,Tuesday,5,
1930-11-19,Wednesday,5,
1930-11-20,Thursday,5,
1930-11-21,Friday,5,
1930-11-22,Saturday,2,
1930-11-23,Sunday,0,Sunday
1930-11-24,Monday,5,
1930-11-25,Tuesday,5,
1930-11-26,Wednesday,5,
1930-11-27,Thursday,5,
1930-11-28,Friday,5,
1930-11-29,Saturday,2,
1930-11-30,Sunday,0,Sunday
1930-12-01,Monday,5,
1930-12-02,Tuesday,5,
1930-12-03,Wednesday,5,
1930-12-04,Thursday,5,
1930-12-05,Friday,5,
1930-12-06,Saturday,2,
1930-12-07,Sunday,0,Sunday
1930-12-08,Monday,5,
1930-12-09,Tuesday,5,
1930-12-10,Wednesday,5,
1930-12-11,Thursday,5,
1930-12-12,Friday,5,
1930-12-13,Saturday,2,
1930-12-14,Sunday,0,Sunday
1930-12-15,Monday,5,
1930-12-16,Tuesday,5,
1930-12-17,Wednesday,5,
1930-12-18,Thursday,5,
1930-12-19,Friday,5,
1930-12-20,Saturday,2,
1930-12-21,Sunday,0,Sunday
1930-12-22,Monday,5,
1930-12-23,Tuesday,3,
1930-12-24,Wednesday,0,No pages
1930-12-25,Thursday,0,Christmas Day
1930-12-26,Friday,0,Boxing Day
1930-12-27,Saturday,0,No pages
1930-12-28,Sunday,0,Sunday
1930-12-29,Monday,0,No pages
1930-12-30,Tuesday,0,No pages
1930-12-31,Wednesday,0,No pages
1931-01-01,Thursday,0,New Years day
1931-01-02,Friday,0,No pages
1931-01-03,Saturday,0,No pages
1931-01-04,Sunday,0,Sunday
1931-01-05,Monday,0,No pages
1931-01-06,Tuesday,5,
1931-01-07,Wednesday,5,
1931-01-08,Thursday,5,
1931-01-09,Friday,5,
1931-01-10,Saturday,2,
1931-01-11,Sunday,0,Sunday
1931-01-12,Monday,5,
1931-01-13,Tuesday,5,
1931-01-14,Wednesday,5,
1931-01-15,Thursday,5,
1931-01-16,Friday,5,
1931-01-17,Saturday,2,
1931-01-18,Sunday,0,Sunday
1931-01-19,Monday,5,
1931-01-20,Tuesday,5,
1931-01-21,Wednesday,5,
1931-01-22,Thursday,5,
1931-01-23,Friday,5,
1931-01-24,Saturday,2,
1931-01-25,Sunday,0,Sunday
1931-01-26,Monday,0,Anniversary Day
1931-01-27,Tuesday,5,
1931-01-28,Wednesday,5,
1931-01-29,Thursday,5,
1931-01-30,Friday,5,
1931-01-31,Saturday,2,
1931-02-01,Sunday,0,Sunday
1931-02-02,Monday,5,
1931-02-03,Tuesday,5,
1931-02-04,Wednesday,5,
1931-02-05,Thursday,5,
1931-02-06,Friday,5,
1931-02-07,Saturday,2,
1931-02-08,Sunday,0,Sunday
1931-02-09,Monday,5,
1931-02-10,Tuesday,5,
1931-02-11,Wednesday,5,
1931-02-12,Thursday,5,
1931-02-13,Friday,5,
1931-02-14,Saturday,2,
1931-02-15,Sunday,0,Sunday
1931-02-16,Monday,5,
1931-02-17,Tuesday,5,
1931-02-18,Wednesday,5,
1931-02-19,Thursday,5,
1931-02-20,Friday,5,
1931-02-21,Saturday,2,
1931-02-22,Sunday,0,Sunday
1931-02-23,Monday,5,
1931-02-24,Tuesday,5,
1931-02-25,Wednesday,5,
1931-02-26,Thursday,5,
1931-02-27,Friday,5,
1931-02-28,Saturday,2,
1931-03-01,Sunday,0,Sunday
1931-03-02,Monday,5,
1931-03-03,Tuesday,5,
1931-03-04,Wednesday,5,
1931-03-05,Thursday,5,
1931-03-06,Friday,5,
1931-03-07,Saturday,2,
1931-03-08,Sunday,0,Sunday
1931-03-09,Monday,5,
1931-03-10,Tuesday,5,
1931-03-11,Wednesday,5,
1931-03-12,Thursday,5,
1931-03-13,Friday,5,
1931-03-14,Saturday,2,
1931-03-15,Sunday,0,Sunday
1931-03-16,Monday,5,
1931-03-17,Tuesday,5,
1931-03-18,Wednesday,3,
1931-03-19,Thursday,5,
1931-03-20,Friday,5,
1931-03-21,Saturday,2,
1931-03-22,Sunday,0,Sunday
1931-03-23,Monday,5,
1931-03-24,Tuesday,5,
1931-03-25,Wednesday,5,
1931-03-26,Thursday,5,
1931-03-27,Friday,5,
1931-03-28,Saturday,2,
1931-03-29,Sunday,0,Sunday
1931-03-30,Monday,5,
1931-03-31,Tuesday,5,
1931-04-01,Wednesday,2,
1931-04-02,Thursday,0,Thursday before Easter
1931-04-03,Friday,0,Good Friday
1931-04-04,Saturday,0,Easter Saturday
1931-04-05,Sunday,0,Sunday
1931-04-06,Monday,0,Easter Monday
1931-04-07,Tuesday,0,Easter Tuesday
1931-04-08,Wednesday,0,Easter Wednesday
1931-04-09,Thursday,5,
1931-04-10,Friday,5,
1931-04-11,Saturday,2,
1931-04-12,Sunday,0,Sunday
1931-04-13,Monday,5,
1931-04-14,Tuesday,5,
1931-04-15,Wednesday,5,
1931-04-16,Thursday,5,
1931-04-17,Friday,5,
1931-04-18,Saturday,2,
1931-04-19,Sunday,0,Sunday
1931-04-20,Monday,5,
1931-04-21,Tuesday,5,
1931-04-22,Wednesday,5,
1931-04-23,Thursday,5,
1931-04-24,Friday,5,
1931-04-25,Saturday,0,Anzac Day
1931-04-26,Sunday,0,Sunday
1931-04-27,Monday,5,
1931-04-28,Tuesday,5,
1931-04-29,Wednesday,5,
1931-04-30,Thursday,5,
1931-05-01,Friday,5,
1931-05-02,Saturday,2,
1931-05-03,Sunday,0,Sunday
1931-05-04,Monday,5,
1931-05-05,Tuesday,5,
1931-05-06,Wednesday,5,
1931-05-07,Thursday,5,
1931-05-08,Friday,5,
1931-05-09,Saturday,2,
1931-05-10,Sunday,0,Sunday
1931-05-11,Monday,5,
1931-05-12,Tuesday,5,
1931-05-13,Wednesday,5,
1931-05-14,Thursday,5,
1931-05-15,Friday,5,
1931-05-16,Saturday,2,
1931-05-17,Sunday,0,Sunday
1931-05-18,Monday,5,
1931-05-19,Tuesday,5,
1931-05-20,Wednesday,5,
1931-05-21,Thursday,5,
1931-05-22,Friday,5,
1931-05-23,Saturday,2,
1931-05-24,Sunday,0,Sunday
1931-05-25,Monday,5,
1931-05-26,Tuesday,5,
1931-05-27,Wednesday,5,
1931-05-28,Thursday,5,
1931-05-29,Friday,5,
1931-05-30,Saturday,2,
1931-05-31,Sunday,0,Sunday
1931-06-01,Monday,5,
1931-06-02,Tuesday,5,
1931-06-03,Wednesday,5,
1931-06-04,Thursday,5,
1931-06-05,Friday,5,
1931-06-06,Saturday,2,
1931-06-07,Sunday,0,Sunday
1931-06-08,Monday,0,King's Birthday
1931-06-09,Tuesday,5,
1931-06-10,Wednesday,5,
1931-06-11,Thursday,5,
1931-06-12,Friday,5,
1931-06-13,Saturday,2,
1931-06-14,Sunday,0,Sunday
1931-06-15,Monday,5,
1931-06-16,Tuesday,5,
1931-06-17,Wednesday,5,
1931-06-18,Thursday,5,
1931-06-19,Friday,5,
1931-06-20,Saturday,2,
1931-06-21,Sunday,0,Sunday
1931-06-22,Monday,5,
1931-06-23,Tuesday,5,
1931-06-24,Wednesday,5,
1931-06-25,Thursday,5,
1931-06-26,Friday,5,
1931-06-27,Saturday,2,
1931-06-28,Sunday,0,Sunday
1931-06-29,Monday,5,
1931-06-30,Tuesday,5,
1931-07-01,Wednesday,5,
1931-07-02,Thursday,5,
1931-07-03,Friday,5,
1931-07-04,Saturday,2,
1931-07-05,Sunday,0,Sunday
1931-07-06,Monday,5,
1931-07-07,Tuesday,5,
1931-07-08,Wednesday,5,
1931-07-09,Thursday,5,
1931-07-10,Friday,5,
1931-07-11,Saturday,2,
1931-07-12,Sunday,0,Sunday
1931-07-13,Monday,5,
1931-07-14,Tuesday,5,
1931-07-15,Wednesday,5,
1931-07-16,Thursday,5,
1931-07-17,Friday,5,
1931-07-18,Saturday,2,
1931-07-19,Sunday,0,Sunday
1931-07-20,Monday,5,
1931-07-21,Tuesday,5,
1931-07-22,Wednesday,5,
1931-07-23,Thursday,5,
1931-07-24,Friday,5,
1931-07-25,Saturday,2,
1931-07-26,Sunday,0,Sunday
1931-07-27,Monday,5,
1931-07-28,Tuesday,5,
1931-07-29,Wednesday,5,
1931-07-30,Thursday,5,
1931-07-31,Friday,5,
1931-08-01,Saturday,2,
1931-08-02,Sunday,0,Sunday
1931-08-03,Monday,0,Bank Holiday
1931-08-04,Tuesday,5,
1931-08-05,Wednesday,5,
1931-08-06,Thursday,5,
1931-08-07,Friday,5,
1931-08-08,Saturday,2,
1931-08-09,Sunday,0,Sunday
1931-08-10,Monday,5,
1931-08-11,Tuesday,3,
1931-08-12,Wednesday,5,
1931-08-13,Thursday,5,
1931-08-14,Friday,5,
1931-08-15,Saturday,2,
1931-08-16,Sunday,0,Sunday
1931-08-17,Monday,5,
1931-08-18,Tuesday,5,
1931-08-19,Wednesday,5,
1931-08-20,Thursday,5,
1931-08-21,Friday,5,
1931-08-22,Saturday,2,
1931-08-23,Sunday,0,Sunday
1931-08-24,Monday,5,
1931-08-25,Tuesday,5,
1931-08-26,Wednesday,5,
1931-08-27,Thursday,5,
1931-08-28,Friday,5,
1931-08-29,Saturday,2,
1931-08-30,Sunday,0,Sunday
1931-08-31,Monday,5,
1931-09-01,Tuesday,5,
1931-09-02,Wednesday,5,
1931-09-03,Thursday,5,
1931-09-04,Friday,5,
1931-09-05,Saturday,2,
1931-09-06,Sunday,0,Sunday
1931-09-07,Monday,5,
1931-09-08,Tuesday,5,
1931-09-09,Wednesday,5,
1931-09-10,Thursday,5,
1931-09-11,Friday,5,
1931-09-12,Saturday,2,
1931-09-13,Sunday,0,Sunday
1931-09-14,Monday,5,
1931-09-15,Tuesday,3,
1931-09-16,Wednesday,5,
1931-09-17,Thursday,5,
1931-09-18,Friday,5,
1931-09-19,Saturday,2,
1931-09-20,Sunday,0,Sunday
1931-09-21,Monday,5,
1931-09-22,Tuesday,5,
1931-09-23,Wednesday,5,
1931-09-24,Thursday,5,
1931-09-25,Friday,5,
1931-09-26,Saturday,2,
1931-09-27,Sunday,0,Sunday
1931-09-28,Monday,5,
1931-09-29,Tuesday,5,
1931-09-30,Wednesday,5,
1931-10-01,Thursday,5,
1931-10-02,Friday,5,
1931-10-03,Saturday,2,
1931-10-04,Sunday,0,Sunday
1931-10-05,Monday,0,Labour Day
1931-10-06,Tuesday,5,
1931-10-07,Wednesday,5,
1931-10-08,Thursday,4,
1931-10-09,Friday,5,
1931-10-10,Saturday,2,
1931-10-11,Sunday,0,Sunday
1931-10-12,Monday,5,
1931-10-13,Tuesday,5,
1931-10-14,Wednesday,5,
1931-10-15,Thursday,5,
1931-10-16,Friday,5,
1931-10-17,Saturday,2,
1931-10-18,Sunday,0,Sunday
1931-10-19,Monday,5,
1931-10-20,Tuesday,5,
1931-10-21,Wednesday,5,
1931-10-22,Thursday,5,
1931-10-23,Friday,5,
1931-10-24,Saturday,2,
1931-10-25,Sunday,0,Sunday
1931-10-26,Monday,5,
1931-10-27,Tuesday,5,
1931-10-28,Wednesday,5,
1931-10-29,Thursday,5,
1931-10-30,Friday,5,
1931-10-31,Saturday,2,
1931-11-01,Sunday,0,Sunday
1931-11-02,Monday,5,
1931-11-03,Tuesday,5,
1931-11-04,Wednesday,5,
1931-11-05,Thursday,5,
1931-11-06,Friday,5,
1931-11-07,Saturday,2,
1931-11-08,Sunday,0,Sunday
1931-11-09,Monday,5,
1931-11-10,Tuesday,5,
1931-11-11,Wednesday,5,
1931-11-12,Thursday,5,
1931-11-13,Friday,5,
1931-11-14,Saturday,2,
1931-11-15,Sunday,0,Sunday
1931-11-16,Monday,5,
1931-11-17,Tuesday,5,
1931-11-18,Wednesday,5,
1931-11-19,Thursday,5,
1931-11-20,Friday,5,
1931-11-21,Saturday,2,
1931-11-22,Sunday,0,Sunday
1931-11-23,Monday,5,
1931-11-24,Tuesday,5,
1931-11-25,Wednesday,5,
1931-11-26,Thursday,5,
1931-11-27,Friday,5,
1931-11-28,Saturday,2,
1931-11-29,Sunday,0,Sunday
1931-11-30,Monday,5,
1931-12-01,Tuesday,5,
1931-12-02,Wednesday,5,
1931-12-03,Thursday,5,
1931-12-04,Friday,5,
1931-12-05,Saturday,2,
1931-12-06,Sunday,0,Sunday
1931-12-07,Monday,5,
1931-12-08,Tuesday,5,
1931-12-09,Wednesday,5,
1931-12-10,Thursday,5,
1931-12-11,Friday,5,
1931-12-12,Saturday,2,
1931-12-13,Sunday,0,Sunday
1931-12-14,Monday,5,
1931-12-15,Tuesday,5,
1931-12-16,Wednesday,5,
1931-12-17,Thursday,5,
1931-12-18,Friday,5,
1931-12-19,Saturday,2,
1931-12-20,Sunday,0,Sunday
1931-12-21,Monday,5,
1931-12-22,Tuesday,5,
1931-12-23,Wednesday,3,
1931-12-24,Thursday,0,No pages
1931-12-25,Friday,0,Christmas Day
1931-12-26,Saturday,0,Boxing Day
1931-12-27,Sunday,0,Sunday
1931-12-28,Monday,0,No pages
1931-12-29,Tuesday,0,No pages
1931-12-30,Wednesday,0,No pages
1931-12-31,Thursday,0,No pages
1932-01-01,Friday,0,New Years day
1932-01-02,Saturday,0,No pages
1932-01-03,Sunday,0,Sunday
1932-01-04,Monday,0,No pages
1932-01-05,Tuesday,0,No pages
1932-01-06,Wednesday,5,
1932-01-07,Thursday,5,
1932-01-08,Friday,5,
1932-01-09,Saturday,2,
1932-01-10,Sunday,0,Sunday
1932-01-11,Monday,5,
1932-01-12,Tuesday,5,
1932-01-13,Wednesday,5,
1932-01-14,Thursday,5,
1932-01-15,Friday,5,
1932-01-16,Saturday,2,
1932-01-17,Sunday,0,Sunday
1932-01-18,Monday,5,
1932-01-19,Tuesday,5,
1932-01-20,Wednesday,5,
1932-01-21,Thursday,5,
1932-01-22,Friday,5,
1932-01-23,Saturday,2,
1932-01-24,Sunday,0,Sunday
1932-01-25,Monday,5,
1932-01-26,Tuesday,0,Anniversary Day
1932-01-27,Wednesday,5,
1932-01-28,Thursday,5,
1932-01-29,Friday,5,
1932-01-30,Saturday,2,
1932-01-31,Sunday,0,Sunday
1932-02-01,Monday,5,
1932-02-02,Tuesday,5,
1932-02-03,Wednesday,5,
1932-02-04,Thursday,5,
1932-02-05,Friday,5,
1932-02-06,Saturday,2,
1932-02-07,Sunday,0,Sunday
1932-02-08,Monday,5,
1932-02-09,Tuesday,5,
1932-02-10,Wednesday,5,
1932-02-11,Thursday,5,
1932-02-12,Friday,5,
1932-02-13,Saturday,2,
1932-02-14,Sunday,0,Sunday
1932-02-15,Monday,5,
1932-02-16,Tuesday,5,
1932-02-17,Wednesday,5,
1932-02-18,Thursday,5,
1932-02-19,Friday,5,
1932-02-20,Saturday,2,
