date,day,pages,reason
1915-09-20,Monday,5,
1915-09-21,Tuesday,5,
1915-09-22,Wednesday,5,
1915-09-23,Thursday,5,
1915-09-24,Friday,5,
1915-09-25,Saturday,2,
1915-09-26,Sunday,0,Sunday
1915-09-27,Monday,5,
1915-09-28,Tuesday,5,
1915-09-29,Wednesday,5,
1915-09-30,Thursday,5,
1915-10-01,Friday,5,
1915-10-02,Saturday,2,
1915-10-03,Sunday,0,Sunday
1915-10-04,Monday,0,Labour Day
1915-10-05,Tuesday,5,
1915-10-06,Wednesday,5,
1915-10-07,Thursday,5,
1915-10-08,Friday,5,
1915-10-09,Saturday,2,
1915-10-10,Sunday,0,Sunday
1915-10-11,Monday,5,
1915-10-12,Tuesday,5,
1915-10-13,Wednesday,5,
1915-10-14,Thursday,5,
1915-10-15,Friday,5,
1915-10-16,Saturday,2,
1915-10-17,Sunday,0,Sunday
1915-10-18,Monday,5,
1915-10-19,Tuesday,5,
1915-10-20,Wednesday,5,
1915-10-21,Thursday,5,
1915-10-22,Friday,3,
1915-10-23,Saturday,2,
1915-10-24,Sunday,0,Sunday
1915-10-25,Monday,5,
1915-10-26,Tuesday,5,
1915-10-27,Wednesday,5,
1915-10-28,Thursday,5,
1915-10-29,Friday,5,
1915-10-30,Saturday,2,
1915-10-31,Sunday,0,Sunday
1915-11-01,Monday,5,
1915-11-02,Tuesday,5,
1915-11-03,Wednesday,5,
1915-11-04,Thursday,5,
1915-11-05,Friday,5,
1915-11-06,Saturday,2,
1915-11-07,Sunday,0,Sunday
1915-11-08,Monday,5,
1915-11-09,Tuesday,5,
1915-11-10,Wednesday,5,
1915-11-11,Thursday,5,
1915-11-12,Friday,5,
1915-11-13,Saturday,2,
1915-11-14,Sunday,0,Sunday
1915-11-15,Monday,5,
1915-11-16,Tuesday,5,
1915-11-17,Wednesday,5,
1915-11-18,Thursday,5,
1915-11-19,Friday,3,
1915-11-20,Saturday,2,
1915-11-21,Sunday,0,Sunday
1915-11-22,Monday,5,
1915-11-23,Tuesday,5,
1915-11-24,Wednesday,5,
1915-11-25,Thursday,5,
1915-11-26,Friday,5,
1915-11-27,Saturday,2,
1915-11-28,Sunday,0,Sunday
1915-11-29,Monday,5,
1915-11-30,Tuesday,5,
1915-12-01,Wednesday,5,
1915-12-02,Thursday,5,
1915-12-03,Friday,5,
1915-12-04,Saturday,2,
1915-12-05,Sunday,0,Sunday
1915-12-06,Monday,5,
1915-12-07,Tuesday,5,
1915-12-08,Wednesday,5,
1915-12-09,Thursday,5,
1915-12-10,Friday,5,
1915-12-11,Saturday,2,
1915-12-12,Sunday,0,Sunday
1915-12-13,Monday,5,
1915-12-14,Tuesday,5,
1915-12-15,Wednesday,5,
1915-12-16,Thursday,5,
1915-12-17,Friday,5,
1915-12-18,Saturday,2,
1915-12-19,Sunday,0,Sunday
1915-12-20,Monday,5,
1915-12-21,Tuesday,5,
1915-12-22,Wednesday,5,
1915-12-23,Thursday,3,
1915-12-24,Friday,0,No pages
1915-12-25,Saturday,0,Christmas Day
1915-12-26,Sunday,0,Sunday
1915-12-27,Monday,0,Boxing Day
1915-12-28,Tuesday,0,No pages
1915-12-29,Wednesday,0,No pages
1915-12-30,Thursday,0,No pages
1915-12-31,Friday,0,No pages
1916-01-01,Saturday,0,New Years day
1916-01-02,Sunday,0,Sunday
1916-01-03,Monday,0,No pages
1916-01-04,Tuesday,0,No pages
1916-01-05,Wednesday,0,No pages
1916-01-06,Thursday,0,No pages
1916-01-07,Friday,0,No pages
1916-01-08,Saturday,0,No pages
1916-01-09,Sunday,0,Sunday
1916-01-10,Monday,5,
1916-01-11,Tuesday,5,
1916-01-12,Wednesday,5,
1916-01-13,Thursday,5,
1916-01-14,Friday,5,
1916-01-15,Saturday,2,
1916-01-16,Sunday,0,Sunday
1916-01-17,Monday,5,
1916-01-18,Tuesday,5,
1916-01-19,Wednesday,5,
1916-01-20,Thursday,5,
1916-01-21,Friday,5,
1916-01-22,Saturday,2,
1916-01-23,Sunday,0,Sunday
1916-01-24,Monday,5,
1916-01-25,Tuesday,5,
1916-01-26,Wednesday,0,Anniversary Day
1916-01-27,Thursday,5,
1916-01-28,Friday,5,
1916-01-29,Saturday,2,
1916-01-30,Sunday,0,Sunday
1916-01-31,Monday,5,
1916-02-01,Tuesday,5,
1916-02-02,Wednesday,5,
1916-02-03,Thursday,5,
1916-02-04,Friday,5,
1916-02-05,Saturday,2,
1916-02-06,Sunday,0,Sunday
1916-02-07,Monday,5,
1916-02-08,Tuesday,5,
1916-02-09,Wednesday,5,
1916-02-10,Thursday,5,
1916-02-11,Friday,5,
1916-02-12,Saturday,2,
1916-02-13,Sunday,0,Sunday
1916-02-14,Monday,5,
1916-02-15,Tuesday,5,
1916-02-16,Wednesday,5,
1916-02-17,Thursday,5,
1916-02-18,Friday,5,
1916-02-19,Saturday,2,
1916-02-20,Sunday,0,Sunday
1916-02-21,Monday,5,
1916-02-22,Tuesday,5,
1916-02-23,Wednesday,5,
1916-02-24,Thursday,5,
1916-02-25,Friday,5,
1916-02-26,Saturday,2,
1916-02-27,Sunday,0,Sunday
1916-02-28,Monday,5,
1916-02-29,Tuesday,5,
1916-03-01,Wednesday,5,
1916-03-02,Thursday,5,
1916-03-03,Friday,5,
1916-03-04,Saturday,2,
1916-03-05,Sunday,0,Sunday
1916-03-06,Monday,5,
1916-03-07,Tuesday,5,
1916-03-08,Wednesday,5,
1916-03-09,Thursday,5,
1916-03-10,Friday,5,
1916-03-11,Saturday,2,
1916-03-12,Sunday,0,Sunday
1916-03-13,Monday,5,
1916-03-14,Tuesday,5,
1916-03-15,Wednesday,5,
1916-03-16,Thursday,5,
1916-03-17,Friday,5,
1916-03-18,Saturday,2,
1916-03-19,Sunday,0,Sunday
1916-03-20,Monday,5,
1916-03-21,Tuesday,5,
1916-03-22,Wednesday,5,
1916-03-23,Thursday,5,
1916-03-24,Friday,5,
1916-03-25,Saturday,2,
1916-03-26,Sunday,0,Sunday
1916-03-27,Monday,5,
1916-03-28,Tuesday,5,
1916-03-29,Wednesday,5,
1916-03-30,Thursday,5,
1916-03-31,Friday,5,
1916-04-01,Saturday,2,
1916-04-02,Sunday,0,Sunday
1916-04-03,Monday,5,
1916-04-04,Tuesday,5,
1916-04-05,Wednesday,5,
1916-04-06,Thursday,5,
1916-04-07,Friday,5,
1916-04-08,Saturday,2,
1916-04-09,Sunday,0,Sunday
1916-04-10,Monday,5,
1916-04-11,Tuesday,5,
1916-04-12,Wednesday,5,
1916-04-13,Thursday,5,
1916-04-14,Friday,5,
1916-04-15,Saturday,2,
1916-04-16,Sunday,0,Sunday
1916-04-17,Monday,5,
1916-04-18,Tuesday,5,
1916-04-19,Wednesday,5,
1916-04-20,Thursday,0,early Easter
1916-04-21,Friday,0,Good Friday
1916-04-22,Saturday,0,Easter Saturday
1916-04-23,Sunday,0,Sunday
1916-04-24,Monday,0,Easter Monday
1916-04-25,Tuesday,0,Easter Tuesday
1916-04-26,Wednesday,0,Easter Wednesday
1916-04-27,Thursday,5,
1916-04-28,Friday,5,
1916-04-29,Saturday,2,
1916-04-30,Sunday,0,Sunday
1916-05-01,Monday,5,
1916-05-02,Tuesday,5,
1916-05-03,Wednesday,5,
1916-05-04,Thursday,5,
1916-05-05,Friday,5,
1916-05-06,Saturday,2,
1916-05-07,Sunday,0,Sunday
1916-05-08,Monday,5,
1916-05-09,Tuesday,5,
1916-05-10,Wednesday,5,
1916-05-11,Thursday,5,
1916-05-12,Friday,5,
1916-05-13,Saturday,2,
1916-05-14,Sunday,0,Sunday
1916-05-15,Monday,5,
1916-05-16,Tuesday,5,
1916-05-17,Wednesday,5,
1916-05-18,Thursday,5,
1916-05-19,Friday,5,
1916-05-20,Saturday,2,
1916-05-21,Sunday,0,Sunday
1916-05-22,Monday,5,
1916-05-23,Tuesday,5,
1916-05-24,Wednesday,5,
1916-05-25,Thursday,5,
1916-05-26,Friday,5,
1916-05-27,Saturday,2,
1916-05-28,Sunday,0,Sunday
1916-05-29,Monday,5,
1916-05-30,Tuesday,5,
1916-05-31,Wednesday,5,
1916-06-01,Thursday,5,
1916-06-02,Friday,5,
1916-06-03,Saturday,2,
1916-06-04,Sunday,0,Sunday
1916-06-05,Monday,0,King's Birthday
1916-06-06,Tuesday,5,
1916-06-07,Wednesday,5,
1916-06-08,Thursday,5,
1916-06-09,Friday,5,
1916-06-10,Saturday,2,
1916-06-11,Sunday,0,Sunday
1916-06-12,Monday,5,
1916-06-13,Tuesday,3,
1916-06-14,Wednesday,5,
1916-06-15,Thursday,5,
1916-06-16,Friday,5,
1916-06-17,Saturday,2,
1916-06-18,Sunday,0,Sunday
1916-06-19,Monday,5,
1916-06-20,Tuesday,5,
1916-06-21,Wednesday,5,
1916-06-22,Thursday,5,
1916-06-23,Friday,5,
1916-06-24,Saturday,2,
1916-06-25,Sunday,0,Sunday
1916-06-26,Monday,0,Prince of Wales's Birthday
1916-06-27,Tuesday,5,
1916-06-28,Wednesday,5,
1916-06-29,Thursday,5,
1916-06-30,Friday,5,
1916-07-01,Saturday,2,
1916-07-02,Sunday,0,Sunday
1916-07-03,Monday,5,
1916-07-04,Tuesday,5,
1916-07-05,Wednesday,4,
1916-07-06,Thursday,5,
1916-07-07,Friday,5,
1916-07-08,Saturday,2,
1916-07-09,Sunday,0,Sunday
1916-07-10,Monday,5,
1916-07-11,Tuesday,5,
1916-07-12,Wednesday,5,
1916-07-13,Thursday,5,
1916-07-14,Friday,3,
1916-07-15,Saturday,2,
1916-07-16,Sunday,0,Sunday
1916-07-17,Monday,5,
1916-07-18,Tuesday,5,
1916-07-19,Wednesday,5,
1916-07-20,Thursday,5,
1916-07-21,Friday,5,
1916-07-22,Saturday,2,
1916-07-23,Sunday,0,Sunday
1916-07-24,Monday,5,
1916-07-25,Tuesday,5,
1916-07-26,Wednesday,5,
1916-07-27,Thursday,5,
1916-07-28,Friday,5,
1916-07-29,Saturday,2,
1916-07-30,Sunday,0,Sunday
1916-07-31,Monday,5,
1916-08-01,Tuesday,5,
1916-08-02,Wednesday,5,
1916-08-03,Thursday,5,
1916-08-04,Friday,5,
1916-08-05,Saturday,2,
1916-08-06,Sunday,0,Sunday
1916-08-07,Monday,0,Bank Holiday
1916-08-08,Tuesday,5,
1916-08-09,Wednesday,5,
1916-08-10,Thursday,5,
1916-08-11,Friday,5,
1916-08-12,Saturday,2,
1916-08-13,Sunday,0,Sunday
1916-08-14,Monday,5,
1916-08-15,Tuesday,5,
1916-08-16,Wednesday,5,
1916-08-17,Thursday,5,
1916-08-18,Friday,5,
1916-08-19,Saturday,2,
1916-08-20,Sunday,0,Sunday
1916-08-21,Monday,5,
1916-08-22,Tuesday,5,
1916-08-23,Wednesday,5,
1916-08-24,Thursday,5,
1916-08-25,Friday,5,
1916-08-26,Saturday,2,
1916-08-27,Sunday,0,Sunday
1916-08-28,Monday,5,
1916-08-29,Tuesday,5,
1916-08-30,Wednesday,5,
1916-08-31,Thursday,5,
1916-09-01,Friday,5,
1916-09-02,Saturday,2,
1916-09-03,Sunday,0,Sunday
1916-09-04,Monday,5,
1916-09-05,Tuesday,5,
1916-09-06,Wednesday,5,
1916-09-07,Thursday,5,
1916-09-08,Friday,5,
1916-09-09,Saturday,2,
1916-09-10,Sunday,0,Sunday
1916-09-11,Monday,5,
1916-09-12,Tuesday,5,
1916-09-13,Wednesday,5,
1916-09-14,Thursday,5,
1916-09-15,Friday,5,
1916-09-16,Saturday,2,
1916-09-17,Sunday,0,Sunday
1916-09-18,Monday,5,
1916-09-19,Tuesday,5,
1916-09-20,Wednesday,5,
1916-09-21,Thursday,5,
1916-09-22,Friday,5,
1916-09-23,Saturday,2,
1916-09-24,Sunday,0,Sunday
1916-09-25,Monday,5,
1916-09-26,Tuesday,5,
1916-09-27,Wednesday,5,
1916-09-28,Thursday,5,
1916-09-29,Friday,5,
1916-09-30,Saturday,2,
1916-10-01,Sunday,0,Sunday
1916-10-02,Monday,0,Labour Day
1916-10-03,Tuesday,5,
1916-10-04,Wednesday,5,
1916-10-05,Thursday,5,
1916-10-06,Friday,5,
1916-10-07,Saturday,2,
1916-10-08,Sunday,0,Sunday
1916-10-09,Monday,5,
1916-10-10,Tuesday,5,
1916-10-11,Wednesday,5,
1916-10-12,Thursday,5,
1916-10-13,Friday,5,
1916-10-14,Saturday,2,
1916-10-15,Sunday,0,Sunday
1916-10-16,Monday,5,
1916-10-17,Tuesday,5,
1916-10-18,Wednesday,5,
1916-10-19,Thursday,5,
1916-10-20,Friday,5,
1916-10-21,Saturday,2,
1916-10-22,Sunday,0,Sunday
1916-10-23,Monday,5,
1916-10-24,Tuesday,5,
1916-10-25,Wednesday,5,
1916-10-26,Thursday,5,
1916-10-27,Friday,5,
1916-10-28,Saturday,0,Conscription referendum
1916-10-29,Sunday,0,Sunday
1916-10-30,Monday,5,
1916-10-31,Tuesday,5,
1916-11-01,Wednesday,5,
1916-11-02,Thursday,5,
1916-11-03,Friday,5,
1916-11-04,Saturday,1,
1916-11-05,Sunday,0,Sunday
1916-11-06,Monday,5,
1916-11-07,Tuesday,5,
1916-11-08,Wednesday,5,
1916-11-09,Thursday,5,
1916-11-10,Friday,5,
1916-11-11,Saturday,2,
1916-11-12,Sunday,0,Sunday
1916-11-13,Monday,5,
1916-11-14,Tuesday,5,
1916-11-15,Wednesday,5,
1916-11-16,Thursday,5,
1916-11-17,Friday,5,
1916-11-18,Saturday,0,Postponed 8-hour-day procession
1916-11-19,Sunday,0,Sunday
1916-11-20,Monday,5,
1916-11-21,Tuesday,5,
1916-11-22,Wednesday,5,
1916-11-23,Thursday,5,
1916-11-24,Friday,4,
1916-11-25,Saturday,2,
1916-11-26,Sunday,0,Sunday
1916-11-27,Monday,5,
1916-11-28,Tuesday,5,
1916-11-29,Wednesday,5,
1916-11-30,Thursday,5,
1916-12-01,Friday,5,
1916-12-02,Saturday,2,
1916-12-03,Sunday,0,Sunday
1916-12-04,Monday,5,
1916-12-05,Tuesday,5,
1916-12-06,Wednesday,5,
1916-12-07,Thursday,5,
1916-12-08,Friday,5,
1916-12-09,Saturday,2,
1916-12-10,Sunday,0,Sunday
1916-12-11,Monday,5,
1916-12-12,Tuesday,5,
1916-12-13,Wednesday,5,
1916-12-14,Thursday,5,
1916-12-15,Friday,5,
1916-12-16,Saturday,2,
1916-12-17,Sunday,0,Sunday
1916-12-18,Monday,5,
1916-12-19,Tuesday,5,
1916-12-20,Wednesday,5,
1916-12-21,Thursday,5,
1916-12-22,Friday,3,
1916-12-23,Saturday,0,No pages
1916-12-24,Sunday,0,Sunday
1916-12-25,Monday,0,Christmas Day
1916-12-26,Tuesday,0,Boxing Day
1916-12-27,Wednesday,0,No pages
1916-12-28,Thursday,0,No pages
1916-12-29,Friday,0,No pages
1916-12-30,Saturday,0,No pages
1916-12-31,Sunday,0,Sunday
1917-01-01,Monday,0,New Years day
1917-01-02,Tuesday,0,No pages
1917-01-03,Wednesday,0,No pages
1917-01-04,Thursday,0,No pages
1917-01-05,Friday,0,No pages
1917-01-06,Saturday,0,No pages
1917-01-07,Sunday,0,Sunday
1917-01-08,Monday,5,
1917-01-09,Tuesday,5,
1917-01-10,Wednesday,5,
1917-01-11,Thursday,5,
1917-01-12,Friday,5,
1917-01-13,Saturday,2,
1917-01-14,Sunday,0,Sunday
1917-01-15,Monday,5,
1917-01-16,Tuesday,5,
1917-01-17,Wednesday,5,
1917-01-18,Thursday,5,
1917-01-19,Friday,5,
1917-01-20,Saturday,2,
1917-01-21,Sunday,0,Sunday
1917-01-22,Monday,5,
1917-01-23,Tuesday,5,
1917-01-24,Wednesday,5,
1917-01-25,Thursday,5,
1917-01-26,Friday,0,Anniversary Day
1917-01-27,Saturday,2,
1917-01-28,Sunday,0,Sunday
1917-01-29,Monday,5,
1917-01-30,Tuesday,5,
1917-01-31,Wednesday,5,
1917-02-01,Thursday,5,
1917-02-02,Friday,5,
1917-02-03,Saturday,2,
1917-02-04,Sunday,0,Sunday
1917-02-05,Monday,5,
1917-02-06,Tuesday,5,
1917-02-07,Wednesday,5,
1917-02-08,Thursday,5,
1917-02-09,Friday,5,
1917-02-10,Saturday,2,
1917-02-11,Sunday,0,Sunday
1917-02-12,Monday,5,
1917-02-13,Tuesday,5,
1917-02-14,Wednesday,5,
1917-02-15,Thursday,5,
1917-02-16,Friday,5,
1917-02-17,Saturday,2,
1917-02-18,Sunday,0,Sunday
1917-02-19,Monday,5,
1917-02-20,Tuesday,5,
1917-02-21,Wednesday,5,
1917-02-22,Thursday,5,
1917-02-23,Friday,5,
1917-02-24,Saturday,2,
1917-02-25,Sunday,0,Sunday
1917-02-26,Monday,5,
1917-02-27,Tuesday,5,
1917-02-28,Wednesday,5,
1917-03-01,Thursday,5,
1917-03-02,Friday,5,
1917-03-03,Saturday,2,
1917-03-04,Sunday,0,Sunday
1917-03-05,Monday,5,
1917-03-06,Tuesday,5,
1917-03-07,Wednesday,5,
1917-03-08,Thursday,5,
1917-03-09,Friday,5,
1917-03-10,Saturday,2,
1917-03-11,Sunday,0,Sunday
1917-03-12,Monday,5,
1917-03-13,Tuesday,5,
1917-03-14,Wednesday,5,
1917-03-15,Thursday,5,
1917-03-16,Friday,5,
1917-03-17,Saturday,2,
1917-03-18,Sunday,0,Sunday
1917-03-19,Monday,5,
1917-03-20,Tuesday,5,
1917-03-21,Wednesday,5,
1917-03-22,Thursday,5,
1917-03-23,Friday,5,
1917-03-24,Saturday,2,
1917-03-25,Sunday,0,Sunday
1917-03-26,Monday,3,
1917-03-27,Tuesday,5,
1917-03-28,Wednesday,5,
1917-03-29,Thursday,5,
1917-03-30,Friday,5,
1917-03-31,Saturday,2,
1917-04-01,Sunday,0,Sunday
1917-04-02,Monday,5,
1917-04-03,Tuesday,5,
1917-04-04,Wednesday,5,
1917-04-05,Thursday,0,Thursday before Easter
1917-04-06,Friday,0,Good Friday
1917-04-07,Saturday,0,Easter Saturday
1917-04-08,Sunday,0,Sunday
1917-04-09,Monday,0,Easter Monday
1917-04-10,Tuesday,0,Easter Tuesday
1917-04-11,Wednesday,0,Easter Wednesday
1917-04-12,Thursday,5,
1917-04-13,Friday,5,
1917-04-14,Saturday,2,
1917-04-15,Sunday,0,Sunday
1917-04-16,Monday,5,
1917-04-17,Tuesday,5,
1917-04-18,Wednesday,5,
1917-04-19,Thursday,5,
1917-04-20,Friday,5,
1917-04-21,Saturday,2,
1917-04-22,Sunday,0,Sunday
1917-04-23,Monday,5,
1917-04-24,Tuesday,5,
1917-04-25,Wednesday,5,
1917-04-26,Thursday,5,
1917-04-27,Friday,5,
1917-04-28,Saturday,2,
1917-04-29,Sunday,0,Sunday
1917-04-30,Monday,5,
1917-05-01,Tuesday,5,
1917-05-02,Wednesday,5,
1917-05-03,Thursday,5,
1917-05-04,Friday,5,
1917-05-05,Saturday,2,
1917-05-06,Sunday,0,Sunday
1917-05-07,Monday,5,
1917-05-08,Tuesday,5,
1917-05-09,Wednesday,5,
1917-05-10,Thursday,5,
1917-05-11,Friday,5,
1917-05-12,Saturday,2,
1917-05-13,Sunday,0,Sunday
1917-05-14,Monday,5,
1917-05-15,Tuesday,5,
1917-05-16,Wednesday,4,
1917-05-17,Thursday,5,
1917-05-18,Friday,5,
1917-05-19,Saturday,2,
1917-05-20,Sunday,0,Sunday
1917-05-21,Monday,5,
1917-05-22,Tuesday,5,
1917-05-23,Wednesday,0,No pages
1917-05-24,Thursday,5,
1917-05-25,Friday,4,
1917-05-26,Saturday,2,
1917-05-27,Sunday,0,Sunday
1917-05-28,Monday,5,
1917-05-29,Tuesday,5,
1917-05-30,Wednesday,5,
1917-05-31,Thursday,5,
1917-06-01,Friday,5,
1917-06-02,Saturday,2,
1917-06-03,Sunday,0,Sunday
1917-06-04,Monday,0,King's Birthday
1917-06-05,Tuesday,5,
1917-06-06,Wednesday,5,
1917-06-07,Thursday,5,
1917-06-08,Friday,5,
1917-06-09,Saturday,2,
1917-06-10,Sunday,0,Sunday
1917-06-11,Monday,5,
1917-06-12,Tuesday,5,
1917-06-13,Wednesday,5,
1917-06-14,Thursday,5,
1917-06-15,Friday,5,
1917-06-16,Saturday,2,
1917-06-17,Sunday,0,Sunday
1917-06-18,Monday,5,
1917-06-19,Tuesday,5,
1917-06-20,Wednesday,5,
1917-06-21,Thursday,5,
1917-06-22,Friday,5,
1917-06-23,Saturday,2,
1917-06-24,Sunday,0,Sunday
1917-06-25,Monday,0,Prince of Wales's Birthday
1917-06-26,Tuesday,5,
1917-06-27,Wednesday,5,
1917-06-28,Thursday,5,
1917-06-29,Friday,5,
1917-06-30,Saturday,2,
1917-07-01,Sunday,0,Sunday
1917-07-02,Monday,5,
1917-07-03,Tuesday,5,
1917-07-04,Wednesday,5,
1917-07-05,Thursday,5,
1917-07-06,Friday,5,
1917-07-07,Saturday,2,
1917-07-08,Sunday,0,Sunday
1917-07-09,Monday,5,
1917-07-10,Tuesday,5,
1917-07-11,Wednesday,5,
1917-07-12,Thursday,5,
1917-07-13,Friday,5,
1917-07-14,Saturday,2,
1917-07-15,Sunday,0,Sunday
1917-07-16,Monday,3,
1917-07-17,Tuesday,5,
1917-07-18,Wednesday,5,
1917-07-19,Thursday,5,
1917-07-20,Friday,5,
1917-07-21,Saturday,2,
1917-07-22,Sunday,0,Sunday
1917-07-23,Monday,5,
1917-07-24,Tuesday,5,
1917-07-25,Wednesday,5,
1917-07-26,Thursday,5,
1917-07-27,Friday,5,
1917-07-28,Saturday,2,
1917-07-29,Sunday,0,Sunday
1917-07-30,Monday,5,
1917-07-31,Tuesday,5,
1917-08-01,Wednesday,5,
1917-08-02,Thursday,5,
1917-08-03,Friday,5,
1917-08-04,Saturday,2,
1917-08-05,Sunday,0,Sunday
1917-08-06,Monday,0,Bank Holiday
1917-08-07,Tuesday,5,
1917-08-08,Wednesday,5,
1917-08-09,Thursday,5,
1917-08-10,Friday,5,
1917-08-11,Saturday,2,
1917-08-12,Sunday,0,Sunday
1917-08-13,Monday,5,
1917-08-14,Tuesday,5,
1917-08-15,Wednesday,5,
1917-08-16,Thursday,5,
1917-08-17,Friday,5,
1917-08-18,Saturday,2,
1917-08-19,Sunday,0,Sunday
1917-08-20,Monday,5,
1917-08-21,Tuesday,5,
1917-08-22,Wednesday,5,
1917-08-23,Thursday,5,
1917-08-24,Friday,5,
1917-08-25,Saturday,2,
1917-08-26,Sunday,0,Sunday
1917-08-27,Monday,5,
1917-08-28,Tuesday,5,
1917-08-29,Wednesday,5,
1917-08-30,Thursday,5,
1917-08-31,Friday,5,
1917-09-01,Saturday,2,
1917-09-02,Sunday,0,Sunday
1917-09-03,Monday,5,
1917-09-04,Tuesday,5,
1917-09-05,Wednesday,5,
1917-09-06,Thursday,5,
1917-09-07,Friday,5,
1917-09-08,Saturday,2,
1917-09-09,Sunday,0,Sunday
1917-09-10,Monday,5,
1917-09-11,Tuesday,5,
1917-09-12,Wednesday,5,
1917-09-13,Thursday,4,
1917-09-14,Friday,5,
1917-09-15,Saturday,2,
1917-09-16,Sunday,0,Sunday
1917-09-17,Monday,5,
1917-09-18,Tuesday,5,
1917-09-19,Wednesday,5,
1917-09-20,Thursday,5,
1917-09-21,Friday,5,
1917-09-22,Saturday,2,
1917-09-23,Sunday,0,Sunday
1917-09-24,Monday,5,
1917-09-25,Tuesday,5,
1917-09-26,Wednesday,5,
1917-09-27,Thursday,5,
1917-09-28,Friday,5,
1917-09-29,Saturday,2,
1917-09-30,Sunday,0,Sunday
1917-10-01,Monday,0,Labour Day
1917-10-02,Tuesday,5,
1917-10-03,Wednesday,5,
1917-10-04,Thursday,5,
1917-10-05,Friday,5,
1917-10-06,Saturday,2,
1917-10-07,Sunday,0,Sunday
1917-10-08,Monday,5,
1917-10-09,Tuesday,5,
1917-10-10,Wednesday,5,
1917-10-11,Thursday,5,
1917-10-12,Friday,5,
1917-10-13,Saturday,2,
1917-10-14,Sunday,0,Sunday
1917-10-15,Monday,5,
1917-10-16,Tuesday,3,
1917-10-17,Wednesday,5,
1917-10-18,Thursday,5,
1917-10-19,Friday,5,
1917-10-20,Saturday,2,
1917-10-21,Sunday,0,Sunday
1917-10-22,Monday,5,
1917-10-23,Tuesday,5,
1917-10-24,Wednesday,5,
1917-10-25,Thursday,5,
1917-10-26,Friday,5,
1917-10-27,Saturday,2,
1917-10-28,Sunday,0,Sunday
1917-10-29,Monday,5,
1917-10-30,Tuesday,5,
1917-10-31,Wednesday,5,
1917-11-01,Thursday,5,
1917-11-02,Friday,5,
1917-11-03,Saturday,2,
1917-11-04,Sunday,0,Sunday
1917-11-05,Monday,5,
1917-11-06,Tuesday,5,
1917-11-07,Wednesday,5,
1917-11-08,Thursday,5,
1917-11-09,Friday,5,
1917-11-10,Saturday,2,
1917-11-11,Sunday,0,Sunday
1917-11-12,Monday,5,
1917-11-13,Tuesday,5,
1917-11-14,Wednesday,5,
1917-11-15,Thursday,5,
1917-11-16,Friday,5,
1917-11-17,Saturday,2,
1917-11-18,Sunday,0,Sunday
1917-11-19,Monday,5,
1917-11-20,Tuesday,3,
1917-11-21,Wednesday,5,
1917-11-22,Thursday,5,
1917-11-23,Friday,5,
1917-11-24,Saturday,2,
1917-11-25,Sunday,0,Sunday
1917-11-26,Monday,5,
1917-11-27,Tuesday,5,
1917-11-28,Wednesday,5,
1917-11-29,Thursday,5,
1917-11-30,Friday,5,
1917-12-01,Saturday,2,
1917-12-02,Sunday,0,Sunday
1917-12-03,Monday,5,
1917-12-04,Tuesday,5,
1917-12-05,Wednesday,5,
1917-12-06,Thursday,5,
1917-12-07,Friday,5,
1917-12-08,Saturday,2,
1917-12-09,Sunday,0,Sunday
1917-12-10,Monday,5,
1917-12-11,Tuesday,5,
1917-12-12,Wednesday,5,
1917-12-13,Thursday,5,
1917-12-14,Friday,5,
1917-12-15,Saturday,2,
1917-12-16,Sunday,0,Sunday
1917-12-17,Monday,5,
1917-12-18,Tuesday,5,
1917-12-19,Wednesday,5,
1917-12-20,Thursday,5,
1917-12-21,Friday,5,
1917-12-22,Saturday,0,No pages
1917-12-23,Sunday,0,Sunday
1917-12-24,Monday,0,No pages
1917-12-25,Tuesday,0,Christmas Day
1917-12-26,Wednesday,0,Boxing Day
1917-12-27,Thursday,0,No pages
1917-12-28,Friday,0,No pages
1917-12-29,Saturday,0,No pages
1917-12-30,Sunday,0,Sunday
1917-12-31,Monday,0,No pages
1918-01-01,Tuesday,0,New Years day
1918-01-02,Wednesday,0,No pages
1918-01-03,Thursday,0,No pages
1918-01-04,Friday,0,No pages
1918-01-05,Saturday,0,No pages
1918-01-06,Sunday,0,Sunday
1918-01-07,Monday,5,
1918-01-08,Tuesday,5,
1918-01-09,Wednesday,5,
1918-01-10,Thursday,5,
1918-01-11,Friday,5,
1918-01-12,Saturday,2,
1918-01-13,Sunday,0,Sunday
1918-01-14,Monday,5,
1918-01-15,Tuesday,5,
1918-01-16,Wednesday,5,
1918-01-17,Thursday,5,
1918-01-18,Friday,5,
1918-01-19,Saturday,2,
1918-01-20,Sunday,0,Sunday
1918-01-21,Monday,5,
1918-01-22,Tuesday,5,
1918-01-23,Wednesday,5,
1918-01-24,Thursday,5,
1918-01-25,Friday,5,
1918-01-26,Saturday,0,Anniversary Day
1918-01-27,Sunday,0,Sunday
1918-01-28,Monday,5,
1918-01-29,Tuesday,5,
1918-01-30,Wednesday,5,
1918-01-31,Thursday,5,
1918-02-01,Friday,5,
1918-02-02,Saturday,2,
1918-02-03,Sunday,0,Sunday
1918-02-04,Monday,5,
1918-02-05,Tuesday,5,
1918-02-06,Wednesday,5,
1918-02-07,Thursday,5,
1918-02-08,Friday,5,
1918-02-09,Saturday,2,
1918-02-10,Sunday,0,Sunday
1918-02-11,Monday,5,
1918-02-12,Tuesday,5,
